batting_team,bowling_team,venue,toss_winner,toss_decision,overs,balls,current_score,wickets,batting_team_form,bowling_team_form,head_to_head,key_batsman_form,key_bowler_form,venue_factor,final_score
Sunrisers Hyderabad,Chennai Super Kings,Narendra Modi Stadium,Sunrisers Hyderabad,field,13,5,96,10,0.47542480844338875,0.5876082227108708,0.3133780031076676,0.5308165117469958,0.5351685280323,1.1163170207909872,133
Sunrisers Hyderabad,Kolkata Knight Riders,Eden Gardens,Kolkata Knight Riders,bat,17,4,155,4,0.46201383546027347,0.5607102552081777,0.7303470596148762,0.4660487452591616,0.48355699573976285,0.894997920607581,173
Chennai Super Kings,Kolkata Knight Riders,M. A. Chidambaram Stadium,Chennai Super Kings,field,10,4,84,1,0.5631946260566248,0.687157581212706,0.5666160392144388,0.6271092411068104,0.7579753135606759,1.0690003109649513,187
Lucknow Super Giants,Gujarat Titans,Punjab Cricket Association Stadium,Lucknow Super Giants,bat,11,1,82,9,0.7949188488964478,0.8337305683619403,0.3561311811154132,0.9330583583849206,0.813567786724352,0.8098882158091155,144
Punjab Kings,Rajasthan Royals,Rajiv Gandhi International Stadium,Punjab Kings,field,18,1,190,5,0.5095546391209489,0.39767518822355674,0.561748196399609,0.49030801009085123,0.7854307382188168,1.2474080895867954,206
Royal Challengers Bangalore,Kolkata Knight Riders,Feroz Shah Kotla,Kolkata Knight Riders,bat,14,5,88,10,0.800211432968251,0.48875657876898526,0.28761749145505144,0.5096672486204376,0.4108434641315992,0.8657908324459301,116
Rajasthan Royals,Mumbai Indians,Rajiv Gandhi International Stadium,Mumbai Indians,field,14,4,107,7,0.6556357220180797,0.6370778547969809,0.7604999826130259,0.6633298282488482,0.5008235279497728,1.0070966097077754,142
Rajasthan Royals,Delhi Capitals,Narendra Modi Stadium,Rajasthan Royals,field,10,2,80,9,0.7540340709284016,0.7765564528584141,0.7340904118297156,0.5953869201022028,0.6951495658529695,0.7321964787326569,127
Royal Challengers Bangalore,Chennai Super Kings,M. A. Chidambaram Stadium,Chennai Super Kings,field,7,3,56,2,0.8721721820027397,0.4917438252531745,0.6669319049508975,0.526912820379341,0.9025174531205644,0.8132527530926174,192
Delhi Capitals,Mumbai Indians,Rajiv Gandhi International Stadium,Mumbai Indians,bat,18,4,189,2,0.6416931380339754,0.40149578462521146,0.6575276022325525,0.7312991986856014,0.5914286394278979,1.074925288179649,202
Lucknow Super Giants,Kolkata Knight Riders,Narendra Modi Stadium,Kolkata Knight Riders,bat,13,0,89,6,0.760409852407889,0.8340672528783899,0.5739923989532961,0.47549886385784274,0.45990244335409236,1.046808986892623,123
Mumbai Indians,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,Royal Challengers Bangalore,bat,12,4,113,1,0.8381186884661393,0.40724601987114495,0.2285172702473111,0.8652453818379057,0.6744938153557803,1.2909256121198855,178
Mumbai Indians,Punjab Kings,Wankhede Stadium,Mumbai Indians,bat,13,4,108,0,0.4415305245753698,0.7582752948927872,0.6639345511021619,0.4790925768487333,0.5030762450023483,0.7503777527043365,167
Rajasthan Royals,Punjab Kings,Eden Gardens,Rajasthan Royals,field,16,3,196,1,0.3099946544056727,0.6099175858707311,0.48592698545692037,0.6374654311629984,0.44998146422052465,1.0957591349479163,230
Kolkata Knight Riders,Lucknow Super Giants,Rajiv Gandhi International Stadium,Lucknow Super Giants,field,19,0,188,0,0.5490518665750551,0.4633445392758532,0.2940444458525787,0.4626107404465436,0.8376073558455539,1.2349333594568912,196
Lucknow Super Giants,Punjab Kings,Eden Gardens,Lucknow Super Giants,bat,20,0,160,2,0.708835989468281,0.4917094695267528,0.4941116160291181,0.7740211755369599,0.4712969813479957,1.1363581167237353,160
Royal Challengers Bangalore,Punjab Kings,Narendra Modi Stadium,Punjab Kings,bat,5,2,47,0,0.8503270796383351,0.8104720094148523,0.5792298240437996,0.9388292963562488,0.9213202173510096,0.7161199594988578,175
Delhi Capitals,Gujarat Titans,Sawai Mansingh Stadium,Gujarat Titans,field,7,2,41,9,0.6415976203480743,0.5687970071949673,0.2655477831016573,0.8795500906247464,0.4113258622356448,1.0967032616106742,130
Delhi Capitals,Royal Challengers Bangalore,M. Chinnaswamy Stadium,Royal Challengers Bangalore,bat,18,2,203,2,0.7066875054683891,0.3931864141705127,0.6326683575663238,0.7263205262827976,0.6768796274315252,0.9821950633341565,216
Gujarat Titans,Delhi Capitals,Wankhede Stadium,Delhi Capitals,field,15,2,115,10,0.3085467414763001,0.32116182919844055,0.6151452495679766,0.5716090645088744,0.7873595635260634,1.2348668425682268,148
Gujarat Titans,Royal Challengers Bangalore,Punjab Cricket Association Stadium,Gujarat Titans,field,12,5,89,7,0.6969365291381767,0.4653982511255547,0.4515141237197591,0.5685142334547807,0.8664701999550163,1.2192491591109376,122
Royal Challengers Bangalore,Lucknow Super Giants,M. Chinnaswamy Stadium,Lucknow Super Giants,bat,5,2,38,6,0.32895555791647874,0.5737747473629822,0.26303908150316113,0.4387847699070713,0.6641750416171035,0.9620430106718607,133
Punjab Kings,Delhi Capitals,Feroz Shah Kotla,Punjab Kings,bat,5,2,45,2,0.6392955980694619,0.5052809000931034,0.346404096714376,0.8075836812393911,0.8440486394215315,0.9780370832647783,208
Chennai Super Kings,Sunrisers Hyderabad,Punjab Cricket Association Stadium,Chennai Super Kings,bat,13,4,113,7,0.3019981111232228,0.3297542837646987,0.7335500554829362,0.7318925446043418,0.7477611552807915,1.0664566471768555,154
Sunrisers Hyderabad,Delhi Capitals,Narendra Modi Stadium,Delhi Capitals,bat,17,2,162,6,0.4872881987691104,0.3097949550580121,0.796253324164041,0.7829157686029671,0.611643614762287,0.9129877498069847,181
Delhi Capitals,Kolkata Knight Riders,M. Chinnaswamy Stadium,Delhi Capitals,field,7,3,74,3,0.7754563872170319,0.733413586766327,0.7626651504184128,0.77999345610412,0.40893789411310244,0.9195079076938364,149
Delhi Capitals,Lucknow Super Giants,Rajiv Gandhi International Stadium,Lucknow Super Giants,bat,19,4,165,4,0.6957086663459722,0.3125082541718173,0.7745176420157329,0.4186614864747469,0.4700665832943031,1.2279389305150268,167
Gujarat Titans,Chennai Super Kings,Sawai Mansingh Stadium,Gujarat Titans,bat,7,1,60,0,0.39857876671863846,0.5689763492597716,0.4504150862450875,0.6648941068371588,0.5570036445856766,1.25222569854553,163
Punjab Kings,Kolkata Knight Riders,Wankhede Stadium,Punjab Kings,field,19,0,207,3,0.5369171089853477,0.8768656686613667,0.35262670288643694,0.8599787370159803,0.5044527445793143,0.7775118456351918,216
Chennai Super Kings,Rajasthan Royals,Punjab Cricket Association Stadium,Rajasthan Royals,bat,6,2,48,2,0.4157922927756841,0.8348615920286679,0.2995187560254564,0.7805080288100323,0.5455420900872949,1.2564514307316497,198
Lucknow Super Giants,Rajasthan Royals,M. A. Chidambaram Stadium,Rajasthan Royals,field,15,3,101,7,0.8934485502074438,0.5340439284846086,0.4079018515640889,0.6645590382099198,0.47780570381726106,0.8575091243664088,125
Royal Challengers Bangalore,Kolkata Knight Riders,M. Chinnaswamy Stadium,Royal Challengers Bangalore,bat,9,0,71,2,0.35289509495356114,0.784311120063136,0.5291994004279374,0.9064720259460535,0.6420787930266614,0.880085920142578,177
Mumbai Indians,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,Mumbai Indians,field,10,2,94,2,0.6686073749070061,0.5453537963401176,0.4923406309994621,0.6910196835447125,0.5869222536585583,1.1162594429617398,196
Royal Challengers Bangalore,Sunrisers Hyderabad,Eden Gardens,Sunrisers Hyderabad,field,8,4,78,1,0.4183044053634673,0.596008727294235,0.36478265817131306,0.4170870108356425,0.4493723451108498,1.2073989143131039,198
Chennai Super Kings,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,Royal Challengers Bangalore,bat,13,1,95,3,0.7322347519786957,0.36448930476523606,0.6593677609484666,0.8304688979306905,0.4920165426727646,0.8673154496303374,157
Kolkata Knight Riders,Mumbai Indians,Wankhede Stadium,Mumbai Indians,field,12,1,104,3,0.8607840080032987,0.3349900573102066,0.5301520318145527,0.8213268922104711,0.846556686041722,0.9504511310079482,180
Chennai Super Kings,Lucknow Super Giants,M. A. Chidambaram Stadium,Lucknow Super Giants,field,8,1,57,3,0.6851431037647648,0.8369597056451124,0.20684330239095294,0.4554472013857877,0.920402079994186,0.9440964057890018,132
Mumbai Indians,Delhi Capitals,Feroz Shah Kotla,Mumbai Indians,field,11,3,79,7,0.7624430838723166,0.7661870396275277,0.41220023899915664,0.9196663743244583,0.4059316273244161,0.741125505664557,133
Kolkata Knight Riders,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,Kolkata Knight Riders,field,7,4,52,7,0.3108047111119183,0.7823981592636253,0.7680828652264358,0.5351443488750622,0.8970212402047836,1.0677331986903515,119
Chennai Super Kings,Royal Challengers Bangalore,Punjab Cricket Association Stadium,Royal Challengers Bangalore,bat,7,1,56,10,0.8803871395371707,0.5036461058328806,0.5454527426267097,0.4649657608463839,0.5490443637313854,0.7198036878601188,134
Rajasthan Royals,Chennai Super Kings,Narendra Modi Stadium,Chennai Super Kings,bat,11,0,94,3,0.3221621601740003,0.6944981680111635,0.41032236327562494,0.9010129473209534,0.5905936582171943,0.9281143150024703,162
Gujarat Titans,Punjab Kings,Ekana Cricket Stadium,Gujarat Titans,bat,19,4,136,10,0.5167911622161012,0.5194533731280728,0.29055723411774137,0.5055453763240977,0.8697490338064333,0.8355500032689978,137
Delhi Capitals,Mumbai Indians,Feroz Shah Kotla,Mumbai Indians,bat,20,0,186,1,0.8422556858110248,0.6523763976940404,0.2667731386259336,0.9160526884409038,0.9442674012972774,0.8839040784023803,186
Rajasthan Royals,Kolkata Knight Riders,Wankhede Stadium,Kolkata Knight Riders,bat,15,5,153,4,0.7981431342251376,0.5356807988431984,0.6269496460005977,0.7824652062218442,0.4784979061426131,0.7063719661515204,192
Sunrisers Hyderabad,Chennai Super Kings,Narendra Modi Stadium,Sunrisers Hyderabad,bat,8,0,68,1,0.6563797358118044,0.7771840158180983,0.37510853465911975,0.9446639695617381,0.6831400357551056,1.267413889524265,175
Mumbai Indians,Punjab Kings,Feroz Shah Kotla,Mumbai Indians,field,9,4,60,10,0.8374084716737245,0.5097005367321767,0.2051787552081264,0.9348706745085205,0.8481717289573225,1.2470930415503703,109
Sunrisers Hyderabad,Punjab Kings,Feroz Shah Kotla,Punjab Kings,bat,16,0,148,10,0.3560171838064529,0.6599883054809356,0.45605935784067525,0.5433210327985812,0.6300569451366529,0.8541595592873084,178
Rajasthan Royals,Gujarat Titans,Eden Gardens,Gujarat Titans,bat,15,0,143,5,0.6730895664317584,0.8020332068403646,0.794024962581958,0.6056776143899032,0.44981718508911456,1.1029994480554872,184
Gujarat Titans,Delhi Capitals,M. Chinnaswamy Stadium,Gujarat Titans,bat,19,2,140,9,0.7447746703186273,0.8116607734052357,0.6718972812930798,0.9181109495527048,0.5208760638233397,0.8233728091414697,142
Chennai Super Kings,Delhi Capitals,M. Chinnaswamy Stadium,Chennai Super Kings,field,20,0,150,7,0.34122249506668234,0.3801313151086742,0.6005229075081738,0.7817946626092384,0.7034299898692905,0.9181842479746649,150
Lucknow Super Giants,Rajasthan Royals,M. Chinnaswamy Stadium,Rajasthan Royals,field,20,0,156,10,0.3856059509366226,0.33230448000754803,0.6828000972928407,0.7425312797915251,0.8409958212523743,0.9932300687786552,156
Royal Challengers Bangalore,Delhi Capitals,M. A. Chidambaram Stadium,Royal Challengers Bangalore,field,13,0,97,8,0.6840994317395102,0.5930492595977612,0.7071075372756563,0.684796616769044,0.5900236253025252,1.140928229994753,151
Lucknow Super Giants,Chennai Super Kings,Rajiv Gandhi International Stadium,Lucknow Super Giants,bat,13,1,94,7,0.5291392387730309,0.8576946565859134,0.42117753015628734,0.8708711192135752,0.9491652438502639,1.0792454051352682,140
Royal Challengers Bangalore,Mumbai Indians,Narendra Modi Stadium,Royal Challengers Bangalore,bat,14,5,101,7,0.5103666354618068,0.797664360513165,0.6612413203273289,0.8230916606930075,0.6440174455329046,0.8215626694496012,131
Punjab Kings,Mumbai Indians,Eden Gardens,Punjab Kings,field,11,3,90,7,0.7174412656369742,0.4819836162685025,0.743452167886439,0.46438580413331787,0.5387567199666364,1.1409908460553337,132
Punjab Kings,Sunrisers Hyderabad,Punjab Cricket Association Stadium,Punjab Kings,bat,13,2,117,6,0.6218574767747285,0.42112415010122795,0.7960098277810297,0.6113981414440559,0.9119053851856838,1.2917958046376836,159
Mumbai Indians,Rajasthan Royals,Narendra Modi Stadium,Rajasthan Royals,field,7,4,68,4,0.8768570422509068,0.5157913004311107,0.6141253662678162,0.6903630502043823,0.8017955879449163,1.158738911444435,146
Gujarat Titans,Mumbai Indians,Feroz Shah Kotla,Mumbai Indians,bat,15,3,128,3,0.5992321177857194,0.7130283290624235,0.23083572094150034,0.4567943689264983,0.7247007103587055,1.0933891715392035,160
Gujarat Titans,Sunrisers Hyderabad,Wankhede Stadium,Gujarat Titans,bat,19,5,161,7,0.7792992585739171,0.5196181473597925,0.38686102333384437,0.41239434454929375,0.7926930279977386,1.147837178043525,161
Royal Challengers Bangalore,Sunrisers Hyderabad,M. A. Chidambaram Stadium,Sunrisers Hyderabad,field,20,0,199,6,0.43645175837443984,0.4578869460978263,0.3763657991163598,0.8949498068798885,0.43614457902091214,0.8323589471096999,199
Sunrisers Hyderabad,Delhi Capitals,Wankhede Stadium,Sunrisers Hyderabad,field,12,0,84,9,0.37885281306125773,0.5148186478205078,0.4056785803873253,0.655618884729853,0.41613399032922505,0.7874236740513239,141
Punjab Kings,Mumbai Indians,Eden Gardens,Mumbai Indians,field,15,4,92,10,0.7308877751200918,0.6402778028508798,0.6134481050355405,0.7256949474250254,0.5434664546494936,0.8513600534976273,123
Sunrisers Hyderabad,Kolkata Knight Riders,Eden Gardens,Sunrisers Hyderabad,bat,12,5,109,1,0.48475102399919723,0.8366781748677894,0.224791074999455,0.8904940662412713,0.6107365653824125,0.8937563684461698,189
Lucknow Super Giants,Sunrisers Hyderabad,M. A. Chidambaram Stadium,Sunrisers Hyderabad,bat,15,0,99,8,0.518609496205549,0.6474935027524089,0.33264741276689686,0.8979105744488607,0.7600404184010809,1.219646825116541,127
Delhi Capitals,Kolkata Knight Riders,M. Chinnaswamy Stadium,Kolkata Knight Riders,field,19,1,173,2,0.44968268095745995,0.3479721306837189,0.4748842005425861,0.5291057264756384,0.42357874324187234,1.2792758806336475,182
Chennai Super Kings,Punjab Kings,Narendra Modi Stadium,Punjab Kings,field,12,1,88,3,0.6149371584939258,0.5028502053873161,0.5919976100751738,0.48275126720562517,0.545221994097519,0.9736480739463838,160
Gujarat Titans,Chennai Super Kings,Feroz Shah Kotla,Gujarat Titans,bat,19,3,129,8,0.870286118330651,0.5432479795323366,0.6595936676156731,0.8795658731136848,0.5466790359424462,0.9712698503962525,131
Gujarat Titans,Punjab Kings,M. A. Chidambaram Stadium,Punjab Kings,field,15,3,114,6,0.44877930516306297,0.5480427344032748,0.36021741781944094,0.4865559719975687,0.6282276058888665,0.9792624071026266,132
Chennai Super Kings,Delhi Capitals,Punjab Cricket Association Stadium,Delhi Capitals,field,10,2,57,9,0.4881536477039787,0.7775633272272111,0.35451649355384307,0.8401805744077717,0.490610065320858,0.8022326910066777,97
Kolkata Knight Riders,Delhi Capitals,M. Chinnaswamy Stadium,Kolkata Knight Riders,bat,6,0,40,9,0.6120420644767663,0.5617823279773819,0.3556963279297309,0.7177726459287757,0.9233523561224327,1.1612297347914406,132
Royal Challengers Bangalore,Rajasthan Royals,Eden Gardens,Royal Challengers Bangalore,bat,5,4,41,3,0.4039559395093708,0.43008330268111283,0.6502393135692639,0.4638001466062995,0.4277402177347521,1.1734776038135009,180
Mumbai Indians,Delhi Capitals,M. Chinnaswamy Stadium,Mumbai Indians,field,6,4,43,3,0.894808445949153,0.5760536941374729,0.4920827574780816,0.47575806631212825,0.49870714529157845,1.0464577258731438,136
Gujarat Titans,Chennai Super Kings,Punjab Cricket Association Stadium,Gujarat Titans,bat,17,5,128,9,0.8371208227870937,0.6579818602387637,0.4546571207744395,0.625533617583888,0.8399291708923194,0.7483241680550233,138
Rajasthan Royals,Punjab Kings,Rajiv Gandhi International Stadium,Punjab Kings,field,10,0,75,10,0.3929038373597447,0.5881135084871043,0.5921261894901361,0.588823690554581,0.82554319055165,0.968073049933172,148
Gujarat Titans,Royal Challengers Bangalore,Sawai Mansingh Stadium,Gujarat Titans,field,12,2,93,1,0.3327183173286599,0.5701076240571854,0.26512253036519384,0.5171691173843425,0.7122386361804612,1.2834718818311082,164
Mumbai Indians,Rajasthan Royals,M. Chinnaswamy Stadium,Mumbai Indians,bat,19,4,201,0,0.5977103940663877,0.3279431054403233,0.29673206687174347,0.7318793921596929,0.45995700699536585,0.8893342743621528,204
Kolkata Knight Riders,Delhi Capitals,Narendra Modi Stadium,Kolkata Knight Riders,bat,16,3,170,5,0.6097388653762885,0.4271659758035673,0.7779634595868361,0.5807373201889159,0.5765095618488507,1.1646290044901626,204
Lucknow Super Giants,Rajasthan Royals,Feroz Shah Kotla,Lucknow Super Giants,field,11,2,97,7,0.8297327710917763,0.6908101372505709,0.601290562990629,0.8497019933828217,0.5151378195103989,1.0555832427739833,145
Lucknow Super Giants,Mumbai Indians,Narendra Modi Stadium,Lucknow Super Giants,bat,18,2,125,9,0.7935208200470394,0.4763983741764788,0.7341092441614185,0.5113337833741634,0.705653386604864,1.1578006681184694,133
Sunrisers Hyderabad,Chennai Super Kings,Feroz Shah Kotla,Chennai Super Kings,bat,12,5,104,3,0.7352310803056279,0.595632507559563,0.5749157183466828,0.86114985971804,0.8852843566316337,0.9708419215151916,170
Gujarat Titans,Royal Challengers Bangalore,M. Chinnaswamy Stadium,Gujarat Titans,bat,19,4,161,0,0.5865677541186997,0.6652339756949581,0.6251881944692745,0.7853810601403501,0.6880816787365547,1.18271045373126,164
Delhi Capitals,Royal Challengers Bangalore,Wankhede Stadium,Royal Challengers Bangalore,bat,19,5,196,3,0.6962046508038384,0.6324252579465897,0.3988258549861985,0.47186947005596575,0.6068871338036245,0.9863909831743694,196
Lucknow Super Giants,Rajasthan Royals,Wankhede Stadium,Lucknow Super Giants,bat,19,3,198,1,0.8455466401588685,0.5500269538525141,0.4946662538810484,0.9483019293239864,0.5783631092980566,0.859650963152861,202
Lucknow Super Giants,Sunrisers Hyderabad,Ekana Cricket Stadium,Lucknow Super Giants,field,13,3,102,7,0.5839990773360605,0.7789856842513683,0.5215485084554838,0.405061072591612,0.6235496699019969,0.9397184760481437,153
Royal Challengers Bangalore,Punjab Kings,M. A. Chidambaram Stadium,Punjab Kings,bat,8,1,59,7,0.308379174147344,0.7545397045634026,0.5016250114687877,0.5838926114425549,0.6043026482468731,1.132457853560733,111
Mumbai Indians,Gujarat Titans,Punjab Cricket Association Stadium,Gujarat Titans,bat,15,1,110,6,0.8093343605983598,0.766756365911206,0.3647468452130206,0.7202576297396376,0.8547477804017216,0.9770989162388989,139
Chennai Super Kings,Lucknow Super Giants,Sawai Mansingh Stadium,Lucknow Super Giants,bat,11,4,92,10,0.8915358444468615,0.6088033898097907,0.5137593051404483,0.8587224298557075,0.6661405002881737,0.9117672775686191,137
Sunrisers Hyderabad,Gujarat Titans,Rajiv Gandhi International Stadium,Gujarat Titans,bat,13,3,94,4,0.4270155584681531,0.38604437712764744,0.37621879880693293,0.8176799714872902,0.7416876732815805,0.8318013914922067,144
Lucknow Super Giants,Rajasthan Royals,Punjab Cricket Association Stadium,Lucknow Super Giants,field,10,1,69,7,0.4379410970557913,0.3529889725783535,0.5651844778341752,0.8416326105839674,0.7221269170633786,1.2246500640112417,136
Royal Challengers Bangalore,Lucknow Super Giants,Punjab Cricket Association Stadium,Lucknow Super Giants,bat,13,5,105,1,0.5140257000473064,0.31471050164959974,0.23295516600101973,0.6526398694323097,0.8305997214465348,1.010557109848545,174
Sunrisers Hyderabad,Rajasthan Royals,Rajiv Gandhi International Stadium,Rajasthan Royals,field,15,1,124,3,0.699966323430937,0.5436607356427451,0.2698945533242721,0.7153199951883059,0.6915811046298825,0.7739894609493936,165
Kolkata Knight Riders,Rajasthan Royals,Wankhede Stadium,Rajasthan Royals,bat,14,3,102,8,0.3853662762615517,0.8826981033224861,0.3105438101298346,0.47124823474645783,0.9303378275830217,1.2127230622844096,137
Punjab Kings,Chennai Super Kings,Eden Gardens,Chennai Super Kings,field,19,3,220,1,0.44586075913862455,0.4492666875430842,0.6154816799478928,0.721117092699163,0.5703974944652245,0.7353271513464965,225
Punjab Kings,Lucknow Super Giants,Wankhede Stadium,Lucknow Super Giants,field,12,1,95,4,0.5584651596048126,0.846800475177443,0.2233185631539036,0.5423990554500527,0.527556501965516,1.1573065851576592,147
Chennai Super Kings,Royal Challengers Bangalore,Eden Gardens,Chennai Super Kings,bat,5,2,39,7,0.7894811147047819,0.3129495729507083,0.7571443171588657,0.4308350978580564,0.7965312636166213,1.0459020971431707,146
Sunrisers Hyderabad,Gujarat Titans,Punjab Cricket Association Stadium,Gujarat Titans,field,9,4,71,2,0.3894382480983683,0.8246892657177567,0.5779320565791597,0.8666830083675697,0.48223508121267106,0.7150703372962137,164
Royal Challengers Bangalore,Delhi Capitals,Narendra Modi Stadium,Delhi Capitals,bat,6,0,43,5,0.8208601741494093,0.31113412065399837,0.23697842940118374,0.93065545775946,0.6204301203175492,0.7086382549148208,180
Punjab Kings,Delhi Capitals,Eden Gardens,Punjab Kings,bat,6,4,42,2,0.42131088188452925,0.5359389424841112,0.47566144870578775,0.6579806823976959,0.6273845986318926,0.7767461680314843,164
Gujarat Titans,Mumbai Indians,Ekana Cricket Stadium,Mumbai Indians,bat,7,1,52,10,0.3379646403987996,0.5941390871748331,0.4670567972786707,0.7061089016038349,0.6381153152360567,0.8142710879515784,135
Lucknow Super Giants,Kolkata Knight Riders,Narendra Modi Stadium,Lucknow Super Giants,bat,8,4,64,8,0.4895679360246525,0.4030080073663778,0.5248869713208502,0.5186719672013671,0.931733562979452,1.159950948137568,130
Rajasthan Royals,Mumbai Indians,M. Chinnaswamy Stadium,Mumbai Indians,bat,7,5,61,0,0.41824056746028887,0.5919330503321625,0.25152440333606074,0.4236048987842053,0.6024408992786595,0.8366592383708331,171
Sunrisers Hyderabad,Gujarat Titans,Narendra Modi Stadium,Sunrisers Hyderabad,field,16,5,180,6,0.6995262015466195,0.3214810322152354,0.6534526894860049,0.6547498204894724,0.8123219144024232,1.0660844788739394,199
Gujarat Titans,Chennai Super Kings,Narendra Modi Stadium,Gujarat Titans,field,9,3,58,8,0.889114171703902,0.35896143048390156,0.675474123453728,0.45685829467273054,0.5417651167222408,0.8892140584688855,112
Lucknow Super Giants,Delhi Capitals,Narendra Modi Stadium,Delhi Capitals,bat,11,3,92,1,0.4681329359932812,0.5117134345921097,0.43849206047543315,0.843648833716061,0.48845277793746267,0.8103853025422003,160
Sunrisers Hyderabad,Chennai Super Kings,M. A. Chidambaram Stadium,Chennai Super Kings,bat,9,0,50,8,0.6702322757515804,0.3070630609148977,0.2135462143747589,0.6975957147116134,0.6184057927426048,0.8226729369208969,110
Delhi Capitals,Royal Challengers Bangalore,Sawai Mansingh Stadium,Royal Challengers Bangalore,bat,18,0,120,8,0.5259383866727246,0.7072886163732306,0.34162060438820807,0.8354742119558237,0.5925865965876029,0.7524813315030774,135
Punjab Kings,Gujarat Titans,Wankhede Stadium,Punjab Kings,bat,16,0,153,3,0.37174859118555914,0.36964718889738246,0.5923350879888113,0.852004238631605,0.603527128242246,1.288126366599768,182
Mumbai Indians,Kolkata Knight Riders,Ekana Cricket Stadium,Mumbai Indians,bat,15,3,150,1,0.5283009704633221,0.6119348966902753,0.777959490101402,0.5431966561459567,0.6268728185518591,1.0095125150770072,192
Kolkata Knight Riders,Sunrisers Hyderabad,Sawai Mansingh Stadium,Kolkata Knight Riders,field,16,3,130,7,0.6040305936600432,0.7595896264212014,0.28711463048612273,0.7474368154998141,0.4233844406015239,1.103028549409983,153
Gujarat Titans,Chennai Super Kings,Eden Gardens,Gujarat Titans,bat,13,2,88,8,0.8203272085390656,0.8199941916105074,0.54319365978847,0.5740434206533596,0.9032488899030245,0.984359409595989,126
Punjab Kings,Gujarat Titans,Rajiv Gandhi International Stadium,Gujarat Titans,bat,9,2,81,4,0.7331135493199061,0.7125310819089595,0.3458418931392834,0.8226882106597003,0.4752645422660071,1.2951700683319922,168
Royal Challengers Bangalore,Lucknow Super Giants,M. A. Chidambaram Stadium,Royal Challengers Bangalore,bat,13,3,126,0,0.7362025663435112,0.6180911921313783,0.5462524817543601,0.9136065035989234,0.5436402446086431,1.1763055434783607,190
Rajasthan Royals,Chennai Super Kings,Punjab Cricket Association Stadium,Rajasthan Royals,field,8,5,70,7,0.8631797246731192,0.39849416936861765,0.5752560963345908,0.6024014961719245,0.46911804127603884,0.8656793799922553,150
Sunrisers Hyderabad,Rajasthan Royals,M. A. Chidambaram Stadium,Sunrisers Hyderabad,bat,20,0,185,7,0.3480925373704216,0.8152776053055866,0.3601274577554353,0.8902835326204919,0.9045680297861746,1.286773430505953,185
Kolkata Knight Riders,Gujarat Titans,Narendra Modi Stadium,Kolkata Knight Riders,bat,5,0,39,4,0.4620136304132318,0.7767244594726133,0.5143306967538417,0.5586760640919126,0.4905670924203462,1.0111058731110165,178
Kolkata Knight Riders,Chennai Super Kings,Rajiv Gandhi International Stadium,Kolkata Knight Riders,bat,20,0,161,9,0.7926789299673205,0.3898318241981573,0.4105660359353995,0.6270880829077627,0.8008844578469414,1.2107996153119611,161
Sunrisers Hyderabad,Rajasthan Royals,Wankhede Stadium,Sunrisers Hyderabad,field,11,1,106,5,0.8001326073804091,0.5468934342851591,0.3919775775204145,0.5043616631808409,0.6264357132549377,0.9095235794001392,161
Royal Challengers Bangalore,Rajasthan Royals,Rajiv Gandhi International Stadium,Royal Challengers Bangalore,bat,17,0,150,6,0.31782484005544565,0.7956456580861548,0.31923477482957474,0.6127789107198686,0.4516763798097957,0.9089674114393813,173
Mumbai Indians,Kolkata Knight Riders,M. A. Chidambaram Stadium,Mumbai Indians,bat,19,5,216,5,0.39505729534295153,0.6433426830323511,0.45700025716618115,0.5064086727940659,0.7164115651289924,1.145392293880554,216
Punjab Kings,Kolkata Knight Riders,Rajiv Gandhi International Stadium,Kolkata Knight Riders,bat,12,4,117,4,0.4138259730740002,0.4649140574492313,0.4954016991921007,0.5384026261291689,0.7713989338172532,0.9553616320690748,165
Delhi Capitals,Mumbai Indians,Punjab Cricket Association Stadium,Mumbai Indians,bat,14,0,111,3,0.7393629841404561,0.49548301789051663,0.44725791928383607,0.4728238419307719,0.8459487896478053,0.908677008652668,159
Rajasthan Royals,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,Rajasthan Royals,bat,19,5,164,0,0.45599974888661743,0.494227762117318,0.6679954092434488,0.9232804242835784,0.6418433773433382,1.1009812428751464,164
Kolkata Knight Riders,Mumbai Indians,Sawai Mansingh Stadium,Mumbai Indians,bat,7,2,51,8,0.5094511644605644,0.30451365216578574,0.38317666129718264,0.9188253824359877,0.8275269369273699,0.8959283039238335,149
Delhi Capitals,Kolkata Knight Riders,M. Chinnaswamy Stadium,Kolkata Knight Riders,bat,16,4,164,2,0.5688257891241937,0.47073696053174796,0.4305096020804452,0.5761935503910718,0.5373184543848608,1.1948040592188505,200
Punjab Kings,Rajasthan Royals,Rajiv Gandhi International Stadium,Punjab Kings,field,14,3,108,4,0.6351694720750551,0.646923559750903,0.4774696777304657,0.9365337817788955,0.5710760198084401,1.1439438279205743,152
Chennai Super Kings,Delhi Capitals,Eden Gardens,Delhi Capitals,field,17,4,210,3,0.4228599472635879,0.745035050643565,0.5531974550926002,0.6421930326395822,0.7886320678853703,0.9118550823364282,232
